Table,Field,Type,Description
MikeScenarios,MikeScenarioStartExecutionDateTime_Local,DateTime,Début du temps d'exécution du scenario MIKE (local)
MikeScenarios,MikeScenarioExecutionTime_min,Double (min=1) (max=100000),Temps d'exécution du scenario MIKE en minutes
MikeScenarios,WindSpeed_km_h,Double (min=0) (max=100),Vitesse du vent en kilomètres par heure
MikeScenarios,WindDirection_deg,Double (min=0) (max=360),Direction du vent en degree (nord 0, est 90)
MikeScenarios,DecayFactor_per_day,Double (min=0) (max=100),Taux de décroissance par jour
MikeScenarios,DecayIsConstant,Boolean,Taux de décroissance est constant
MikeScenarios,DecayFactorAmplitude,Double (min=0) (max=100),Amplitude du taux de décroissance
MikeScenarios,ResultFrequency_min,Int32 (min=0) (max=100),Fréquence des résultats en minutes
MikeScenarios,AmbientTemperature_C,Double (min=-10) (max=40),Température ambiante en dégré Celcius
MikeScenarios,AmbientSalinity_PSU,Double (min=0) (max=40),Salinité ambiante en PSU (fr)
MikeScenarios,GenerateDecouplingFiles,Boolean,Générer des fichiers de découplage
MikeScenarios,UseDecouplingFiles,Boolean,Utiliser les fichiers de découplage
MikeScenarios,UseSalinityAndTemperatureInitialConditionFromTVFileTVItemID,Int32,Lien à la table TVItems représentant TV file
MikeScenarios,ForSimulatingMWQMRunTVItemID,Int32,Lien à la table TVItems représentant la trounée
MikeScenarios,ManningNumber,Double (min=0) (max=100),Nombre manning
MikeScenarios,NumberOfElements,Int32 (min=1) (max=1000000),Nombre d'éléments
MikeScenarios,NumberOfTimeSteps,Int32 (min=1) (max=1000000),Nombre de pas de temps
MikeScenarios,NumberOfSigmaLayers,Int32 (min=0) (max=100),Nombre de tranche sigma
MikeScenarios,NumberOfZLayers,Int32 (min=0) (max=100),Nombre de tranche Z
MikeScenarios,NumberOfHydroOutputParameters,Int32 (min=0) (max=100),Nombre de paramètres de sorti hydrodynamique
MikeScenarios,NumberOfTransOutputParameters,Int32 (min=0) (max=100),Nombre de paramètres de sorti transport
MikeScenarios,EstimatedHydroFileSize,Int64 (min=0) (max=100000000),Estimation de la taille du fichier hydrodynamique
MikeScenarios,EstimatedTransFileSize,Int64 (min=0) (max=100000000),Estimation de la taille du fichier transport
MikeScenarios,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MikeScenarios,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MikeScenarioResults,,,La table MikeScenarioResults contient des champs pour contenir une partie des résultats du scénario MIKE. Utilisation limitée pour le moment. Je ne sais pas si ce tableau sera conservé à l’avenir. Actuellement, tous les résultats des scénarios MIKE sont stockés dans des fichiers.
MikeScenarioResults,MikeScenarioResultID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MikeScenarioResults
MikeScenarioResults,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MikeScenarioResults,MikeScenarioTVItemID,Int32,Lien à la table TVItems représentant le scénario MIKE
MikeScenarioResults,MikeResultsJSON,String,Résultats du scenario MIKE en format JSON
MikeScenarioResults,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MikeScenarioResults,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MikeSources,,,La table MikeSources contient des champs pour conserver et gérer les sources MIKE qui peuvent être des rivières, des ruisseaux, des ruisseaux ou d'autres sources de pollution.
MikeSources,MikeSourceID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MikeSources
MikeSources,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MikeSources,MikeSourceTVItemID,Int32,Lien à la table TVItems représentant une source MIKE
MikeSources,IsContinuous,Boolean,La source est continue
MikeSources,Include,Boolean,La source est incluse
MikeSources,IsRiver,Boolean,La source est une rivière
MikeSources,UseHydrometric,Boolean,La source devrait usiliser un site hydrométrique avec facteur comme débits
MikeSources,HydrometricTVItemID,Int32,Lien à la table TVItems représentant un site hydrométrique
MikeSources,DrainageArea_km2,Double (min=0) (max=1000000),Bassin versant en kilomètres carrés
MikeSources,Factor,Double (min=0) (max=1000000),Facteur
MikeSources,SourceNumberString,String (max=50),Nombre de source
MikeSources,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MikeSources,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MikeSourceStartEnds,,,La table MikeSourceStartEnds contient des champs pour les déversements non continus.
MikeSourceStartEnds,MikeSourceStartEndID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MikeSourceStartEnds
MikeSourceStartEnds,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MikeSourceStartEnds,MikeSourceID,Int32,Lien à la table MikeSources représentant une source MIKE
MikeSourceStartEnds,StartDateAndTime_Local,DateTime,Date et temps du début (local)
MikeSourceStartEnds,EndDateAndTime_Local,DateTime,Date et temps de fin (local)
MikeSourceStartEnds,SourceFlowStart_m3_day,Double (min=0) (max=1000000),Début de débit de source en mètres cubes par jour
MikeSourceStartEnds,SourceFlowEnd_m3_day,Double (min=0) (max=1000000),Fin de débit de source en mètres cubes par jour
MikeSourceStartEnds,SourcePollutionStart_MPN_100ml,Int32 (min=0) (max=10000000),Début de concentration de source en nombre plus probable de colonie de coliform fécaux par 100 milli-Litres
MikeSourceStartEnds,SourcePollutionEnd_MPN_100ml,Int32 (min=0) (max=10000000),Fin de concentration de source en nombre plus probable de colonie de coliform fécaux par 100 milli-Litres
MikeSourceStartEnds,SourceTemperatureStart_C,Double (min=-10) (max=40),Début de température de source en dégré Celcius
MikeSourceStartEnds,SourceTemperatureEnd_C,Double (min=-10) (max=40),Fin de température de source en dégré Celcius
MikeSourceStartEnds,SourceSalinityStart_PSU,Double (min=0) (max=40),Début de salinité de source (PSU) (fr)
MikeSourceStartEnds,SourceSalinityEnd_PSU,Double (min=0) (max=40),Fin de salinité de source (PSU) (fr)
MikeSourceStartEnds,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MikeSourceStartEnds,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMAnalysisReportParameters,,,La table MWQMAnalysisReportParameters contient des champs permettant de gérer les paramètres du rapport d'analyse.
MWQMAnalysisReportParameters,MWQMAnalysisReportParameterID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMAnalysisReportParameters
MWQMAnalysisReportParameters,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMAnalysisReportParameters,SubsectorTVItemID,Int32,Lien à la table TVItems représentant le sous-secteur
MWQMAnalysisReportParameters,AnalysisName,String (min=5) (max=250),Nom de l'analyse
MWQMAnalysisReportParameters,AnalysisReportYear,Int32 (min=1980) (max=2050),Année du raport d'analyse
MWQMAnalysisReportParameters,StartDate,DateTime,Date de départ
MWQMAnalysisReportParameters,EndDate,DateTime,Date de fin
MWQMAnalysisReportParameters,AnalysisCalculationType,AnalysisCalculationTypeEnum (int),Type de calcul d'analyse
MWQMAnalysisReportParameters,NumberOfRuns,Int32 (min=1) (max=1000),Nombre de tournée
MWQMAnalysisReportParameters,FullYear,Boolean,Toute l'année
MWQMAnalysisReportParameters,SalinityHighlightDeviationFromAverage,Double (min=1) (max=20),Écart de salinité hyghlight par rapport à la moyenne
MWQMAnalysisReportParameters,ShortRangeNumberOfDays,Int32 (min=0) (max=5),Portée courte nombre de jours
MWQMAnalysisReportParameters,MidRangeNumberOfDays,Int32 (min=2) (max=7),Portée moyenne nombre de jours
MWQMAnalysisReportParameters,DryLimit24h,Int32 (min=1) (max=100),Limit sèche 24h
MWQMAnalysisReportParameters,DryLimit48h,Int32 (min=1) (max=100),Limit sèche 48h
MWQMAnalysisReportParameters,DryLimit72h,Int32 (min=1) (max=100),Limit sèche 72h
MWQMAnalysisReportParameters,DryLimit96h,Int32 (min=1) (max=100),Limit sèche 96h
MWQMAnalysisReportParameters,WetLimit24h,Int32 (min=1) (max=100),Limit pluie 24h
MWQMAnalysisReportParameters,WetLimit48h,Int32 (min=1) (max=100),Limit pluie 48h
MWQMAnalysisReportParameters,WetLimit72h,Int32 (min=1) (max=100),Limit pluie 72h
MWQMAnalysisReportParameters,WetLimit96h,Int32 (min=1) (max=100),Limit pluie 96h
MWQMAnalysisReportParameters,RunsToOmit,String (max=250),Tournée à omettre
MWQMAnalysisReportParameters,ShowDataTypes,String (max=20),Type de donnée à montrer
MWQMAnalysisReportParameters,ExcelTVFileTVItemID,Int32,Lien à la table TVItems représentant un document Excel
MWQMAnalysisReportParameters,Command,AnalysisReportExportCommandEnum (int),Commande d'exportation du raport d'analyse
MWQMAnalysisReportParameters,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMAnalysisReportParameters,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMLookupMPNs,,,La table MWQMLookupMPNs contient tous les MPN possibles
MWQMLookupMPNs,MWQMLookupMPNID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMLookupMPNs
MWQMLookupMPNs,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMLookupMPNs,Tubes10,Int32 (min=0) (max=5),Nombre de tube positif pour Tube 10
MWQMLookupMPNs,Tubes1,Int32 (min=0) (max=5),Nombre de tube positif pour Tube 1
MWQMLookupMPNs,Tubes01,Int32 (min=0) (max=5),Nombre de tube positif pour Tube .1
MWQMLookupMPNs,MPN_100ml,Int32 (min=1) (max=10000),Nombre le plus probable de colonies de coliform fécaux par 100 mL
MWQMLookupMPNs,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMLookupMPNs,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMRuns,,,La table MWQMRuns contient des champs permettant de conserver et de gérer une analyse de la qualité de l'eau de mer.
MWQMRuns,MWQMRunID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMRuns
MWQMRuns,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMRuns,SubsectorTVItemID,Int32,Lien à la table TVItems représentant le sous-secteur
MWQMRuns,MWQMRunTVItemID,Int32,Lien à la table TVItems représentant la tournée MWQM (fr)
MWQMRuns,RunSampleType,SampleTypeEnum (int),Type d'échantillon
MWQMRuns,DateTime_Local,DateTime,Date (local)
MWQMRuns,RunNumber,Int32 (min=1) (max=1000),Numéro de la tournée
MWQMRuns,StartDateTime_Local,DateTime,Date du début
MWQMRuns,EndDateTime_Local,DateTime,Date de fin
MWQMRuns,LabReceivedDateTime_Local,DateTime,Date reçu au laboratoire
MWQMRuns,TemperatureControl1_C,Double (min=-10) (max=40),Température de control 1 en dégré Celcius
MWQMRuns,TemperatureControl2_C,Double (min=-10) (max=40),Température de control 2 en dégré Celcius
MWQMRuns,SeaStateAtStart_BeaufortScale,BeaufortScaleEnum (int),État de la mer au début (Échelle Beaufort)
MWQMRuns,SeaStateAtEnd_BeaufortScale,BeaufortScaleEnum (int),État de la mer à la fin (Échelle Beaufort)
MWQMRuns,WaterLevelAtBrook_m,Double (min=0) (max=100),Niveau d'eau au ruisseau en mètres
MWQMRuns,WaveHightAtStart_m,Double (min=0) (max=100),Hauteur des vagues au début en mètres
MWQMRuns,WaveHightAtEnd_m,Double (min=0) (max=100),Hauteur des vagues à la fin en mètres
MWQMRuns,SampleCrewInitials,String (max=20),Initiales de l'équipe de la tournée
MWQMRuns,AnalyzeMethod,AnalyzeMethodEnum (int),Méthode d'analyse
MWQMRuns,SampleMatrix,SampleMatrixEnum (int),Milieu de l'échantillon
MWQMRuns,Laboratory,LaboratoryEnum (int),Laboratoire
MWQMRuns,SampleStatus,SampleStatusEnum (int),État de l'échantillon
MWQMRuns,LabSampleApprovalContactTVItemID,Int32,Échantillon reçu au laboratoire apprové par contact TVItemID
MWQMRuns,LabAnalyzeBath1IncubationStartDateTime_Local,DateTime,Date de début du bain d'incubation 1 du laboratoire (local)
MWQMRuns,LabAnalyzeBath2IncubationStartDateTime_Local,DateTime,Date de début du bain d'incubation 2 du laboratoire (local)
MWQMRuns,LabAnalyzeBath3IncubationStartDateTime_Local,DateTime,Date de début du bain d'incubation 3 du laboratoire (local)
MWQMRuns,LabRunSampleApprovalDateTime_Local,DateTime,Date d'approbation de l'échantillon de la tournée reçu au lab (local)
MWQMRuns,Tide_Start,TideTextEnum (int),Marée de début
MWQMRuns,Tide_End,TideTextEnum (int),Marée de find
MWQMRuns,RainDay0_mm,Double (min=0) (max=300),Pluie jour 0 en millimètres
MWQMRuns,RainDay1_mm,Double (min=0) (max=300),Pluie jour 1 en millimètres
MWQMRuns,RainDay2_mm,Double (min=0) (max=300),Pluie jour 2 en millimètres
MWQMRuns,RainDay3_mm,Double (min=0) (max=300),Pluie jour 3 en millimètres
MWQMRuns,RainDay4_mm,Double (min=0) (max=300),Pluie jour 4 en millimètres
MWQMRuns,RainDay5_mm,Double (min=0) (max=300),Pluie jour 5 en millimètres
MWQMRuns,RainDay6_mm,Double (min=0) (max=300),Pluie jour 6 en millimètres
MWQMRuns,RainDay7_mm,Double (min=0) (max=300),Pluie jour 7 en millimètres
MWQMRuns,RainDay8_mm,Double (min=0) (max=300),Pluie jour 8 en millimètres
MWQMRuns,RainDay9_mm,Double (min=0) (max=300),Pluie jour 9 en millimètres
MWQMRuns,RainDay10_mm,Double (min=0) (max=300),Pluie jour 10 en millimètres
MWQMRuns,RemoveFromStat,Boolean,Enlever des statistiques
MWQMRuns,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMRuns,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMRunLanguages,,,The MWQMRunLanguages table contains fields for holding bilingual texts for the MWQMRuns table.
MWQMRunLanguages,MWQMRunLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMRunLanguages
MWQMRunLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMRunLanguages,MWQMRunID,Int32,Lien à la table MWQMRuns représentant la tournée MWQM (fr)
MWQMRunLanguages,Language,LanguageEnum (int),Langage de l'item
MWQMRunLanguages,RunComment,String,Commentaire de la tournée
MWQMRunLanguages,TranslationStatusRunComment,TranslationStatusEnum (int),Le statut de la traduction du commentaire de la tournée
MWQMRunLanguages,RunWeatherComment,String,Commentaire de la météo de la tournée
MWQMRunLanguages,TranslationStatusRunWeatherComment,TranslationStatusEnum (int),Le statut de la traduction du commentaire de la météo de la tournée
MWQMRunLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMRunLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMSamples,,,La table MWQMSamples contient des champs permettant de conserver les résultats des échantillons pour un site et une analyse de qualité de l'eau de mer.
MWQMSamples,MWQMSampleID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMSamples
MWQMSamples,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMSamples,MWQMSiteTVItemID,Int32,Lien à la table TVItems représentant le site MWQM
MWQMSamples,MWQMRunTVItemID,Int32,Lien à la table TVItems représentant la tournée MWQM
MWQMSamples,SampleDateTime_Local,DateTime,Date et temps de l'échantillon (local)
MWQMSamples,TimeText,String (max=6),Texte du temps
MWQMSamples,Depth_m,Double (min=0) (max=1000),Profondeur en mètres
MWQMSamples,FecCol_MPN_100ml,Int32 (min=0) (max=10000000),Number plus probable de colonies de coliform fécaux par 100 milli-Litres
MWQMSamples,Salinity_PPT,Double (min=0) (max=40),Salinité en partis par millier
MWQMSamples,WaterTemp_C,Double (min=-10) (max=40),Température en dégré Celcius
MWQMSamples,PH,Double (min=0) (max=14),pH
MWQMSamples,SampleTypesText,String (max=50),Types de l'échantillon
MWQMSamples,SampleType_old,SampleTypeEnum (int),Vieu type d'échantillon
MWQMSamples,Tube_10,Int32 (min=0) (max=5),Nombre de tube positif pour Tube 10
MWQMSamples,Tube_1_0,Int32 (min=0) (max=5),Nombre de tube positif pour Tube 1
MWQMSamples,Tube_0_1,Int32 (min=0) (max=5),Nombre de tube positif pour Tube .1
MWQMSamples,ProcessedBy,String (max=10),Traité par
MWQMSamples,UseForOpenData,Boolean,Utilisé pour les données ouvertes
MWQMSamples,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMSamples,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMSampleLanguages,,,La table MWQMSampleLanguages contient des champs permettant de stocker des textes bilingues pour la table MWQMSamples.
MWQMSampleLanguages,MWQMSampleLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMSampleLanguages
MWQMSampleLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMSampleLanguages,MWQMSampleID,Int32,Lien à la table MWQMSamples représentant l'échantillon MWQM
MWQMSampleLanguages,Language,LanguageEnum (int),Langage de l'item
MWQMSampleLanguages,MWQMSampleNote,String,Échantillon MWQM note
MWQMSampleLanguages,TranslationStatus,TranslationStatusEnum (int),Le statut de la traduction du commentaire
MWQMSampleLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMSampleLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMSites,,,La table MWQMSites contient des champs permettant de conserver et de gérer les sites de surveillance de la qualité de l'eau de mer.
MWQMSites,MWQMSiteID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMSites
MWQMSites,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMSites,MWQMSiteTVItemID,Int32,Lien à la table TVItems représentant le site MWQM (fr)
MWQMSites,MWQMSiteNumber,String (max=8),Numéro du site MWQM (fr)
MWQMSites,MWQMSiteDescription,String (max=200),Description du site MWQM (fr)
MWQMSites,MWQMSiteLatestClassification,MWQMSiteLatestClassificationEnum (int),Dernière classification du site MWQM (fr)
MWQMSites,Ordinal,Int32 (min=0) (max=1000),Ordre
MWQMSites,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMSites,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMSiteStartEndDates,,,La table MWQMSiteStartEndDates contient des champs pour stocker les dates d'activité du site de surveillance de la qualité de l'eau de mer.
MWQMSiteStartEndDates,MWQMSiteStartEndDateID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMSiteStartEndDates
MWQMSiteStartEndDates,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMSiteStartEndDates,MWQMSiteTVItemID,Int32,Lien à la table TVItems représentant le site MWQM (fr)
MWQMSiteStartEndDates,StartDate,DateTime,Date de début
MWQMSiteStartEndDates,EndDate,DateTime,Date de fin
MWQMSiteStartEndDates,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMSiteStartEndDates,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMSubsectors,,,La table MWQMSubsectors contient des champs pour décrire les sous-secteurs de surveillance de la qualité de l'eau de mer.
MWQMSubsectors,MWQMSubsectorID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMSubsectors
MWQMSubsectors,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMSubsectors,MWQMSubsectorTVItemID,Int32,Lien à la table TVItems représentant le sous-secteur MWQM (fr)
MWQMSubsectors,SubsectorHistoricKey,String (max=20),Clef du sous-secteur historique
MWQMSubsectors,TideLocationSIDText,String (max=20),Identifiants SID des site de marées
MWQMSubsectors,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMSubsectors,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
MWQMSubsectorLanguages,,,La table MWQMSubsectorLanguages contient des champs permettant de stocker des textes bilingues pour la table MWQMSubsectors.
MWQMSubsectorLanguages,MWQMSubsectorLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table MWQMSubsectorLanguages
MWQMSubsectorLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
MWQMSubsectorLanguages,MWQMSubsectorID,Int32,Lien à la table MWQMSubsectors représentant le sous-secteur MWQM
MWQMSubsectorLanguages,Language,LanguageEnum (int),Langage de l'item
MWQMSubsectorLanguages,SubsectorDesc,String (max=250),Description du sous-secteur
MWQMSubsectorLanguages,TranslationStatusSubsectorDesc,TranslationStatusEnum (int),Le statut de la traduction du la description du sous-secteur
MWQMSubsectorLanguages,LogBook,String,Carnet de bord
MWQMSubsectorLanguages,TranslationStatusLogBook,TranslationStatusEnum (int),Le statut de la traduction du carnet de bord
MWQMSubsectorLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
MWQMSubsectorLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
PolSourceGroupings,,,La table PolSourceGroupings contient des champs pour le regroupement des sources de pollution qui est utilisé pour formuler une phrase à partir des options sélectionnées tout en décrivant les sites et les problèmes de source de pollution.
PolSourceGroupings,PolSourceGroupingID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table PolSourceGroupings
PolSourceGroupings,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
PolSourceGroupings,CSSPID,Int32 (min=10000) (max=100000),Identifiant unique de CSSP
PolSourceGroupings,GroupName,String (max=500),Nom du groupe
PolSourceGroupings,Child,String (max=500),Nom du groupe
PolSourceGroupings,Hide,String (max=500),Nom du groupe
PolSourceGroupings,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
PolSourceGroupings,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
PolSourceGroupingLanguages,,,La table PolSourceGroupingLanguages contient des champs pour contenir des textes bilingues pour la table PolSourceGroupings.
PolSourceGroupingLanguages,PolSourceGroupingLanguageID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table PolSourceGroupingLanguages
PolSourceGroupingLanguages,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
PolSourceGroupingLanguages,PolSourceGroupingID,Int32,Lien à la table PolSourceGroupins représentant le groupement de source de pollution
PolSourceGroupingLanguages,Language,LanguageEnum (int),Langage de l'item
PolSourceGroupingLanguages,SourceName,String (max=500),Nom de source
PolSourceGroupingLanguages,SourceNameOrder,Int32 (min=0) (max=1000),Numéro d'ordre du nom de source
PolSourceGroupingLanguages,TranslationStatusSourceName,TranslationStatusEnum (int),Le statut de la traduction du nom de source
PolSourceGroupingLanguages,Init,String (max=50),Initiale
PolSourceGroupingLanguages,TranslationStatusInit,TranslationStatusEnum (int),Le statut de la traduction de Init
PolSourceGroupingLanguages,Description,String (max=500),Description
PolSourceGroupingLanguages,TranslationStatusDescription,TranslationStatusEnum (int),Le statut de la traduction de Description
PolSourceGroupingLanguages,Report,String (max=500),Report
PolSourceGroupingLanguages,TranslationStatusReport,TranslationStatusEnum (int),Le statut de la traduction de Report
PolSourceGroupingLanguages,Text,String (max=500),Text
PolSourceGroupingLanguages,TranslationStatusText,TranslationStatusEnum (int),Le statut de la traduction de Text
PolSourceGroupingLanguages,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
PolSourceGroupingLanguages,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
PolSourceObservations,,,La table PolSourceObservations contient des champs pour contenir les informations relatives à l'observation de la source de pollution.
PolSourceObservations,PolSourceObservationID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table PolSourceObservations
PolSourceObservations,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
PolSourceObservations,PolSourceSiteID,Int32,Lien à la table PolSourceSites représentant le site de source de pollution
PolSourceObservations,ObservationDate_Local,DateTime,Date d'observation
PolSourceObservations,ContactTVItemID,Int32,Lien à la table TVItems représentant le contact ayant l'observation
PolSourceObservations,DesktopReviewed,Boolean,Révisé au bureau
PolSourceObservations,Observation_ToBeDeleted,String,Observation qui va être effacé
PolSourceObservations,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
PolSourceObservations,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
PolSourceObservationIssues,,,La table PolSourceObservationIssues contient des champs pour contenir la description des problèmes d'observation des sources de pollution.
PolSourceObservationIssues,PolSourceObservationIssueID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table PolSourceObservationIssues
PolSourceObservationIssues,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
PolSourceObservationIssues,PolSourceObservationID,Int32,Lien à la table PolSourceObservations représentant l'observation de source de pollution
PolSourceObservationIssues,ObservationInfo,String (max=250),L'information de l'observation est une liste de chiffres représentant la ligne d'une collection de texte descriptif
PolSourceObservationIssues,Ordinal,Int32 (min=0) (max=1000),Ordre
PolSourceObservationIssues,ExtraComment,String,Commentaire d'extra
PolSourceObservationIssues,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
PolSourceObservationIssues,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
PolSourceSites,,,La table PolSourceSites contient des champs permettant de conserver et de gérer les sites sources de pollution.
PolSourceSites,PolSourceSiteID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table PolSourceSites
PolSourceSites,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
PolSourceSites,PolSourceSiteTVItemID,Int32,Lien à la table TVItems représentant le site de source de pollution
PolSourceSites,Temp_Locator_CanDelete,String (max=50),Localisateur temporaire qui peut être supprimé à l'avenir
PolSourceSites,Oldsiteid,Int32 (min=0) (max=1000),Ancien identifiant du site
PolSourceSites,Site,Int32 (min=0) (max=1000),Numéro/texte du site
PolSourceSites,SiteID,Int32 (min=0) (max=1000),Identifiant Site (not used)
PolSourceSites,IsPointSource,Boolean,Est une source ponctuelle
PolSourceSites,InactiveReason,PolSourceInactiveReasonEnum (int),Raison que la source de pollution est inactive
PolSourceSites,CivicAddressTVItemID,Int32,Lien à la table TVItems représentant l'adresse civique
PolSourceSites,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
PolSourceSites,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
PolSourceSiteEffects,,,La table PolSourceSiteEffects contient des champs permettant d'établir les effets du site source de pollution.
PolSourceSiteEffects,PolSourceSiteEffectID,Int32 (key),Contient l'identifiant unique sur chaque ligne de la table PolSourceSiteEffects
PolSourceSiteEffects,DBCommand,DBCommandEnum (int),Identifie la command de base de données pour syncroniser avec la base de données local
PolSourceSiteEffects,PolSourceSiteOrInfrastructureTVItemID,Int32,Lien à la table TVItems représentant le site de source de pollution ou infrastructure
PolSourceSiteEffects,MWQMSiteTVItemID,Int32,Lien à la table TVItems représentant le site MWQM (fr)
PolSourceSiteEffects,PolSourceSiteEffectTermIDs,String (max=250),Liste d'identifiant des termes
PolSourceSiteEffects,Comments,String,Commentaires
PolSourceSiteEffects,AnalysisDocumentTVItemID,Int32,Lien à la table TVItems représentant une filière
PolSourceSiteEffects,LastUpdateDate_UTC,DateTime,Contient la date de la dernière mise à jour en (UTC)
PolSourceSiteEffects,LastUpdateContactTVItemID,Int32,Contact TVItemID qui a fait le dernier changement
